,index,content
821,834,kottayam is bery kalm
822,835,but iit pallakad ke side
823,836,politics toh kerela mein bhi hai lmao
824,837,abe lawdiye
825,838,abe mai politics ki baat kar raha hun
826,839,tu komding kar basd
827,840,tu chup reh
828,841,thats why my parents told not to take admission in iiit kalyani
829,842,as expected from a typical college in west bengal
830,843,especially a mech one
831,844,aur nitian se toh umeed hi chod do
832,845,even a iiitian cannot do this
833,846,i dont know
834,847,hatt baklol
835,848,bas paisa hai isiliye jaate hai log
836,849,ye worklife balance wagehra kuch nhi hota hai coorporates mein
837,850,bhai upar ke saare replies jhuth hai
838,851,he said i agree with that
839,852,see what i replied
840,853,mai aaunga tereko dubane
841,854,tereko toh beach mein duba denge bc
842,855,dtu wali holi khel rahe the kya
843,856,aaryan and anisha
844,857,waise mera bhi bday aa raha hai
845,858,in addition hai woh
846,859,chalo kuch toh izzat hai meri
847,860,bhai naya sticker mere upar aadharit
848,861,aah its so good to be here
849,862,bhajan time after midsem
850,863,he is beta shemale
851,864,he is not a male
852,865,i dont like his face
853,866,please crop out rudransh from this
854,867,halaki parso mera midsem hai but mereko pharak nhi padta hai
855,868,this is what i made today
856,869,bc khatarnak hai be dtu
857,870,another normal day at dtu
858,871,should i show it
859,872,guys i made a nice program in python
860,873,iit kgp bhi bankrupt ho raha hai kya
861,874,i can feel u bro
862,875,i dont have a mirror in my room
863,876,then fangshit
864,877,is mofang moscows fang
865,878,prove by conventional methods
866,879,yeah business
867,881,mereko russia jaana hai
868,882,u are my bro
869,883,abe toh itna sasta
870,884,tera pvt thodi hai
871,885,they both will teach me maths
872,886,delete it fast
873,887,maths gend maar legi
874,888,phy aur  chem toh sambhal lunga
875,889,ooh jaldi karna padega
876,890,registration kab tak khuli hai
877,891,jee aah mereko bhi dene ka hai
878,892,u are my bro
879,893,aacha nice
880,894,csi ke ho na
881,895,bhai aap kaun ho
882,896,mere bahut contacts hai iiit allahabad mein
883,897,some shitty person
884,898,it cant be understood by peeps with smol brain
885,899,some appreciation for this
886,900,ye cmi mein viral ho jaani chahiye
887,901,every moment is a biswa moment
888,902,agar ye hai toh i am ready
889,903,tenor has got soft porn
890,904,jo ki abandoned hai
891,905,ki mera yt channel bhi hai
892,906,logo ko yaad bhi nhi hoga
893,907,with ur neighbours
894,909,yeah u are homie
895,911,i am trying to ruin his friendship with his neighbours also
896,912,bhayankar waala
897,913,gaane sunnenge
898,914,koi speakers bhi le aana
899,915,invitation card
900,917,but no one invited me
901,918,mai aajata
902,919,gande kaam nhi
903,920,chinta na kar
904,921,nhi uske liye mai teri seat cheen lunga tab bhi humari freindship ruin ho jaayegi
905,922,dosthi khatam
906,923,shi hai tere paas home theatre hai
907,924,mere mein add hai
908,925,packing kar raha hoga na
909,926,us ek din mein ye
910,927,ek goalkeeper gaya
911,928,bas coding mein  help karte rahiyo tu
912,929,and also my personal website
913,930,learning js cuz i need to create my college website
914,931,strictly equal to
915,932,not doing that
916,933,i will be the one
917,934,just bcz ki ye penguin jaisa lagta hai doesnt means that linux is better than windows
918,935,is mote ko sunuga kya mai
919,936,russsia deployed a thermo bomb in kharkhiv
920,937,did u guys heared that
921,938,serious shit going on
922,939,kya baate ho rhi hai idhar
923,940,my popularity cant be broken
924,941,iitians are strange
925,942,ganja phookke sota hai kya
926,943,that was a nice one
927,944,bhai ye toh kuch bhi nhi hai
928,945,did u understood
929,946,football mein ek aache goal keeper ki jarurat hai humko
930,947,and rudransh
931,948,insulting debjeet
932,949,pardon me for
933,950,yeah i will not
934,951,too many updates
935,952,jo bhi hai
936,953,intend ki jarurat python mein hoti hai
937,954,code chal raha hai na
938,955,this is savageta
939,956,i have the power to stop them with my words
940,957,meri stupidity se hi bc woh haar maan jaayenge
941,958,yahi sochkar toh cse liya tha
942,959,jo hoga dekha jaayega
943,960,mai toh kehta hun phek dete hai ek do nuclear missiles
944,961,but nuksaan toh hua na
945,962,here comes japan
946,963,calculate karke
947,964,aur russian missiles ka impact on the ukranian soil nikal
948,965,jaa jake thermal physics padh
949,966,chup reh tu mechanic
950,967,this is it
951,968,civillians ko maar rahe hai
952,969,bhai full scale war ho raha hai
953,970,count me in
954,971,instead putin is increasing his agression
955,972,russia bilkul bhi nhi ruk raha hai
956,973,i think world war hoga
957,974,putin pissed off
958,975,bs thoda apna indian rupee jaada strong hai
959,976,russian ruble and indian rupees have similar strength
960,977,saw this on twitter
961,978,kuch naya pata chala aaj
962,979,putin chutiya hai
963,981,russia is not a democratic country
964,982,is putin also a dictator
965,984,we are glad that we are not ruled by a dictator
966,985,putin is doing
967,986,he was just threatening
968,987,he is dangerous than the kim jong un
969,988,at this moment
970,989,putin is very arrogant
971,990,no not quite
972,991,this is like a movie scene
973,992,that they would also face similar conseuences if they tried to join nato
974,993,russia has warned sweden also
975,994,as now they would fight against the russian soldiers
976,995,now the locals in kyiw are being supplied with war equipments
977,996,harami students and savage teachers of my college
978,997,too much wires
979,998,pata nhi btech cse mein kya karunga mai
980,999,aur mereko kuch bhi samajh nhi aaya
981,1000,aaj humara quantum computing  ka series khatam hua
982,1001,bahut ganda tha but thekhe
983,1002,toh mai kyu karu phir
984,1003,or hard like c and c
985,1004,are those easy
986,1005,aurr haan c se toh jaada hi aacha hai
987,1006,web dev ke liye karna pad raha hai thik hai na
988,1007,and i realized that no programming language is good
989,1008,i was learning js now
990,1010,humko toh html cssjs karwa rahe hai
991,1011,jaise humare mein c and html chal raha hai
992,1012,mai aise hi puch raha tha
993,1013,tere college mein abhi kya chal raha hai waise
994,1014,tumko abhi excel karwa rahe hai
995,1015,noob coders mein aa
996,1016,waise i had a question
997,1017,sab biswa bulate hai
998,1018,mereko koi us naam se nhi jaanta
999,1019,nhi the story of biswa the legend who defied a mighty iiit
1000,1020,maine puri calculations ki hai
1001,1021,ise kehte hai scam
1002,1022,paise refund kardenge agar nhi gaya toh
1003,1023,mai nhi jaa raha
1004,1024,warna mat jao
1005,1025,tumhara man hai toh jao
1006,1026,chutiye batchmates mere
1007,1027,hybrid mode pe shift ho raha hai
1008,1028,guys mera college
1009,1029,this is known as biswa ka tareeka
1010,1030,i joined all and then started leaving the ones which i didnt wantee
1011,1031,best reply ever
1012,1032,kuch bhi likhkar aagaya tha mai paper mein
1013,1033,free ke number mil gaye maths mein
1014,1034,iski kya jarurat pad gyi tereko ab
1015,1035,she said ki bahut ghatiya hai bits dubai
1016,1036,in my college
1017,1037,meri ek dosth hai from dubai
1018,1038,bits ke baad iit
1019,1039,bas bhai ho gaya mera
1020,1040,ek portion matlab
1021,1041,if it is serious one
1022,1042,ek portion cut dete hai
1023,1043,bhai snake bite mein
1024,1044,resources mein daal de
1025,1045,me main enter nhi ho paa raha hun
1026,1046,bhai ye our dates
1027,1047,dost phaltu toh byech phaltu
1028,1048,bhai engineering mein bahut fun hai jab rak dost aache hai
1029,1049,so yeah deadbodies can be there
1030,1050,so yeah zoology  study of humans
1031,1052,but its a zoology school
1032,1053,bhai ye sab bhi hota hai
1033,1054,maine kaha humse na ho paayega
1034,1055,waise mereko bhi apne ek singing competition mein gaane ke liye bol rahe the
1035,1056,iiit mein ulta hota hai
1036,1057,and prof at vit vellore
1037,1058,gold medalist in maths
1038,1059,rudrnsh dubey btechmtech phd from iitpallakad
1039,1060,tu shaayad wahi hoga
1040,1061,yaar ye codechef kya hai
1041,1062,chutiya samjha hai mereko
1042,1063,i will leave it
1043,1064,bhaad mein jaa phir
1044,1065,free me toh mai kuch nhi karunga
1045,1066,cuz i am god
1046,1067,uske liye toh god level ai lagega
1047,1068,google kis din kaam aayega
1048,1069,but haan paise mere paas bhi nhi hai
1049,1070,i know how to make a discord bot
1050,1071,mai banaunga
1051,1072,cuz bahut jaada maharathi log hai mere college mein
1052,1073,relative grading ke hisaab se chalta raha toh mai toh fail ho jaaunga phir
1053,1074,this is my tru home
1054,1075,no i will ask here only
1055,1076,shi marks hai kya
1056,1077,iit kgp mein hai tu
1057,1078,woh toh kharach ho gaye
1058,1079,bcz everyone was able to relate to that
1059,1080,remember u made a meme
1060,1081,is haadse ke baare mein maine
1061,1082,jo bahut badhiya hai
1062,1083,mouse aacha hona chahiye
1063,1084,tu mereko mere sawal ja ans de
1064,1085,bc google ne result diya hi nhi
1065,1086,ab kya karu
1066,1088,arrays toh aata hai
1067,1089,direct job at amazon
1068,1090,dsa completed
1069,1091,haan lekin bore ho jaaunga for sure
1070,1092,unlogo ke saath movies dekhta rehta hun pura din
1071,1093,mai pura din discord pe pada rehta hun
1072,1094,there everyone is my frnd
1073,1095,dostho ke saath
1074,1096,nhi toh vacation pe nikal jaaunga kerela mein
1075,1097,bas pade rehna hai
1076,1098,koi classes nhi kuch nhi
1077,1099,result in the sense practice problems kar raha hun
1078,1100,code submit karne ke baad result hi nhi bata raha hai bhencho
1079,1101,bro aur ye code jam kya ghatiya cheez hai
1080,1102,no bro u are wrong in this one
1081,1103,i really dont kare
1082,1104,aur phir dobara aau
1083,1105,aur wapis jaana padega
1084,1106,aur bula rahe hai
1085,1107,i really think that
1086,1108,tumlogo ke sem break kitne din ke hote hai
1087,1109,ye kerelites mein koi dimaag ki bimaari hai kya
1088,1110,mere college wale
1089,1111,but jaise ki maine socha tha chutiye hai bc
1090,1112,my college is opening
1091,1113,guys there is a good news
1092,1114,mere neet ke baad uska call aaya tha
1093,1115,toh ab swati ko kuch bol
1094,1116,kisko kaha tha
1095,1117,and iit mein sab hona chahiye
1096,1118,cuz limited campus area hone ke wajah se sirf cseece ke hi bacche ho sakte hai
1097,1119,but campus area dekhkar nhi banaya
1098,1120,mere kaleg ko iit banane wale the
1099,1121,aur mai yaha electronics ek din pehle padhkar bhi
1100,1122,tere kitne hai
1101,1123,that means it is more good
1102,1124,mai iiit mein hun
1103,1125,such a shame
1104,1126,objective mein bhi itne kam marks aa rahe hai iitians ke
1105,1127,mera aur problem statement ka aacha rishta nhi hai
1106,1128,bhencho mereko nhi karni coding
1107,1129,mai band kar raha hun competitive programming
1108,1130,but travelling mein
1109,1131,kerela mein flood nhi aata
1110,1132,i like the business model
1111,1133,city se dur hai
1112,1134,mera college khud ek hill station par hai
1113,1135,kochi ke paas hai
1114,1136,ki mai har hafte jaa sakta hun
1115,1137,mere college ke ass pass itni jagah hai
1116,1138,i was thinking of munnar
1117,1139,kya ho gaya
1118,1141,suna hai best state hai for tourism
1119,1142,mai toh kerela bhraman mein nikal jaaunga
1120,1143,yeah kallege
1121,1144,phir pura college khaali karwa dete hai
1122,1145,pehle teachers ko bulate hai
1123,1146,mere kallege mein bhi kuch bhi ho raha hai
1124,1147,iiits meinkuch bhi hota hai bro
1125,1148,maine deleted kar diya
1126,1149,jhand na ho jaye isiliye
1127,1150,mail aaya tha
1128,1151,abe bhosdiwalo
1129,1152,wifi mein dikkat hai kya
1130,1153,music and all
1131,1154,but atak raha hai vedio
1132,1155,speed toh shi aa rahi hai
1133,1156,but ghanta maza aa raha hai
1134,1157,chess tournament chal raha hai
1135,1158,online events mein ghanta maza aa raha hai bc
1136,1159,mereko yaad nhi rehta kuch bhi
1137,1160,jab bhi bhejega
1138,1161,mereko tag kar diyo
1139,1162,i have immense interest in physics
1140,1163,kuch unhone central govt ke wajah se daala hai
1141,1164,but i have
1142,1165,mere college ne
1143,1166,pura copy kar daala iiit hyd ko
1144,1167,matlab test mein cp aayega ab se
1145,1168,curriculum ke saath jod diya cp
1146,1169,nhi toh mereko kya dikkat hoti
1147,1170,its compulsory
1148,1171,in my college too everybody does cp
1149,1172,its very easy for me to learn from recordings
1150,1173,i feel like
1151,1174,extra classes bruh
1152,1175,kaunse college mein hota hai ye
1153,1176,ye khud se competitive programming ki classes de rahe hai
1154,1177,mere college wale chutiya gaye hai
1155,1178,mera toh voter id card bhi nhi hailmao
1156,1179,u guys giving vote
1157,1180,aacha tarakki kar raha hai humare desh ke engineering collegesgovt engineering colleges
1158,1181,my seniors made a dating app
1159,1182,south ke taraf
1160,1183,offline ka koi sawaal hi nhi hai
1161,1184,har jagah online ho raha hai
1162,1185,toh kya online bhi nhi hoga
1163,1186,online mein bhi corona ho jaayega kya
1164,1187,online nhi ho raha hai kya tumhara
1165,1188,abe bhosdike
1166,1189,koi nhi aap virtual beach mein ro lijiyega
1167,1190,insano ko khaate hai kya udhar
1168,1191,kerela mein infection rate  itna jaada kyu hai
1169,1192,mera college nhi khulne wala
1170,1193,ye toh unfair hai
1171,1194,mera college nhi khulega
1172,1195,aur aaj bhi maine saare classes skip kari succesfully
1173,1196,ek aur din
1174,1197,jo bhi hai
1175,1198,russians ne hack kari thi
1176,1199,ek bot jo humare zoom ki meeting attend karega
1177,1200,mere college ke seniors ne auto zoom attender bana rakha hai
1178,1201,usko bhi hack kar liya tha kisi ne
1179,1202,yaha nobody gies a fuck
1180,1203,aacha hua ki mai govt college aa gaya
1181,1204,cuz i never attend classes toh mai binge watch karta hun
1182,1205,saare ppt sab khule pade hai
1183,1206,they just said open book hai kahi se bhi likho
1184,1207,tab bhi the prof dont give a fuck
1185,1208,kisi ne aaj saare ans official grp pe bhej diye
1186,1209,mere mein toh prof ko pata hai ki cheating ho rahi hai
1187,1210,bhai iits itne strict hote hai
1188,1211,i made this
1189,1212,teri wajah se mera ek miss ho gaya
1190,1213,mereko bhi kar deta tag
1191,1214,y pe kya plot hua hai
1192,1215,baad mein buejunga
1193,1216,ek aur hai
1194,1217,this might seduce u to install valorant right now
1195,1218,watch this
1196,1219,truth hurts bro
1197,1220,life is a game bro
1198,1221,no windows best
1199,1222,linux se games toh kheli jaati hai nhi
1200,1223,kya pharak padta hai
1201,1224,nothing can beat windows
1202,1225,windows best
1203,1226,sexy  but cant beat windows bruh
1204,1227,i want to get turned on
1205,1228,windows best
1206,1229,and also mac os
1207,1230,linux is shit
1208,1231,i like sexy kamputers
1209,1232,how is my kamputer looking guys
1210,1233,ho gaya electronics start
1211,1234,naam toh suna hi hoga
1212,1235,i am biswa
1213,1236,there is memes in literelly every slide
1214,1237,this is how the prof of our college make lec slides
1215,1238,humko kuch nhi aata hai
